conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/1500f1a7-d348-4d9e-b0a0-5792645f6c7a,understand written Javanese,Read and comprehend written texts in Javanese.
http://data.europa.eu/esco/skill/1557b114-8222-46d5-acff-d2838909c302,provide connected car solutions,"Provide technological applications and services which enable cars to be connected to the internet for data transmission. Connected car solutions involve leveraging technologies such as GPS, sensors, or data analytics to provide connectivity and remote access services to devices."
http://data.europa.eu/esco/skill/16010de9-b33f-4766-93d3-8ea0c6458a68,follow ethical code of conduct in transport services,"Carry out transport services according to accepted principles of right and wrong. This includes principles of fairness, transparency, and impartiality."
http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,web analytics,"The characteristics, tools and techniques for measurement, collection, analysis and reporting of web data to get information on the users' behaviour and to improve the performance of a website."
http://data.europa.eu/esco/skill/16a3d876-e330-4648-b03f-5f8d7e18ee17,collect geological data,"Participate in the collection of geological data such as core logging, geological mapping, geochemical and geophysical surveying, digital data capture, etc."
http://data.europa.eu/esco/skill/16e995d4-4938-4424-b1e6-1e1d54f4dbc8,assign codes to product items,Assign correct product class codes and cost accounting codes to items.
http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51,utilise computer-aided software engineering tools,"Use software tools (CASE) to support the development lifecycle, design and implementation of software and applications of high-quality that can be easily maintained."
http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e,Edmodo,"The education network Edmodo is an e-learning platform for creating, administrating, arranging, reporting and delivering e-learning training and connecting teachers, students and parents."
http://data.europa.eu/esco/skill/1774bd31-8893-44cf-9498-7e3d95508419,screen reader,"Software program which converts screen elements such as text, images, or buttons, displayed in the computer into Braille or speech. Assistive technology used by visually impaired or blind people to interpret what appears on the computer screen through braille output, audio icons or speech synthesisers."
http://data.europa.eu/esco/skill/179061df-6947-421a-ba16-89389cf71e74,feed charcoal hoppers,Supply hoppers with wood or with semi processed charcoal utilising the adequate equipment and following security measures.
http://data.europa.eu/esco/skill/17c4385f-ee2d-4105-b0a1-32dded6987a2,perform laboratory testing on samples of animals,"Conduct and interprete simple procedures in a veterinary practice laboratory on samples of an animal intended to detect, identify, or quantify disease agents, evaluate organ functions, or determine the nature of a disease."
http://data.europa.eu/esco/skill/17fa2e6a-ca80-4d60-afb0-03f170e9d5f3,collect samples,"Set up and operate equipment to collect water, gas, oil or soil samples for testing."
http://data.europa.eu/esco/skill/182afdb1-ea05-49c3-9e51-2449c340c1ce,read railway circuit plans,"Read and comprehend circuit plans during initial construction, during troubleshooting, maintenance, and testing activities and while repairing or replacing components."
http://data.europa.eu/esco/skill/18532b8f-360c-4e69-94f8-50795b07277a,wine blending,Blending processes of wines considering factors that affect how wine is perceived by the taster and eliminate anything that may hinder objective testing.
http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,apply 3D imaging techniques,"Implement a variety of techniques such as digital sculpting, curve modelling and 3D scanning to create, edit, preserve and use 3D images, such as point clouds, 3D vector graphic and 3D surface shapes."
http://data.europa.eu/esco/skill/18eeffee-2879-42e0-b5fe-5739c6883a01,develop data link services for navigation purposes,Develop and implement data link services and satellite technologies for air-ground communication operations.
http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them."
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,Java (computer programming),"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java."
http://data.europa.eu/esco/skill/19aa10ee-35fb-4ba1-b8dc-51525c090ccc,analyse data for policy decisions in trade,"Analyse data about a specific company, retailer, market or store formula. Process all gathered information into a corporate plan, and use it to prepare upcoming policy decisions."
http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37,maintain information network hardware,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent availability to system users."
http://data.europa.eu/esco/skill/19c47caf-08b6-4430-9e09-0c11cb42c78a,tram network,The characteristics of the network of tram services and the risks of disruption of services due to incidents or inefficiencies.
http://data.europa.eu/esco/skill/19c610ff-f8eb-44e1-9f83-0e130303643c,assess data collected to improve community arts programme,"Interpret and evaluate data collected during your community arts programme. Use it to offer signposting to individuals in your groups for their development, to extract actions that you can take to improve your professional practice, and to create a report appropriate to your requirements providing your analyse of data collected and possible solutions, with or without specifying needed resources as necessary."
http://data.europa.eu/esco/skill/19c610ff-f8eb-44e1-9f83-0e130303643c,assess data collected to improve community arts programme,"Interpret and evaluate data collected during your community arts programme. Use it to offer signposting to individuals in your groups for their development, to extract actions that you can take to improve your professional practice, and to create a report appropriate to your requirements providing your analyse of data collected and possible solutions, with or without specifying needed resources as necessary."
http://data.europa.eu/esco/skill/1a63b1a7-2cac-4372-8760-7bb6afb36949,investigate security issues,"Look out for information and evidence revolving around security and safety issues in order to analyse possible threats, track incidents, and improve security procedures."
http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,manage water quality testing,"Direct the procedures surrounding the testing and quality analysis of water and subsequent purification procedures by managing operations from collection of samples to laboratory testing, managing staff, and ensuring compliance with legislation."
http://data.europa.eu/esco/skill/1abcc511-ba5a-42e0-8d88-7efb39af4c36,operate automatic cutting systems for footwear and leather goods,"Work with the equipment's software. Digitise and mark the leather areas with faults in order to avoid them. Establish nesting and cutting restrictions for each pattern. Pick up, sort, upload patterns, check and complete cutting orders. Adjust the machines and equipment parameters and perform simple procedures for maintenance."
